Feature,Importance
SMARCC2,0.00072763907
IGKC,0.0007123907
APOL2,0.0007113146
PLA2G16,0.0007083303
STAT2,0.0007076729
ARGLU1,0.0007040249
VPS29,0.0006998651
HSP90B1,0.00069965323
LAMTOR4,0.0006956898
C18orf8,0.0006948486
SYT11,0.00069264387
DCP1A,0.0006878259
COMMD7,0.0006822571
HNRNPU,0.0006820353
SH2D3C,0.00067417143
TNRC6B,0.00066234707
CD5,0.00065710006
CCL4L2,0.00065454375
CLDND1,0.0006534435
XRN1,0.00064935174
TIAF1,0.00064666185
UQCRB,0.00064518244
PIP4K2A,0.00063902687
UFC1,0.0006373011
NUP214,0.0006357887
KIAA1109,0.0006326501
GOLGA1,0.0006296133
PRRC2A,0.0006295182
IQSEC1,0.0006283137
RUNX3,0.00062779745
FAM49B,0.0006249348
HAVCR2,0.0006245948
PARP14,0.00061684224
MKNK2,0.0006148452
POLR2E,0.0006146503
NCL,0.00061208964
LCP1,0.0006067555
IFITM1,0.00060304423
TRAPPC1,0.0006006131
TUBA4A,0.00059995474
RHOH,0.00059782376
EIF4A2,0.00058531354
OPA1,0.0005813221
BTG2,0.0005779642
NPIPA1,0.000577328
ARL6IP1,0.0005740099
MZT1,0.0005733069
C9orf142,0.00057091
SERINC1,0.0005701829
HNRNPK,0.00056755776
KLRC4-KLRK1,0.0005535837
LRRFIP1,0.00055114005
WDR74,0.000550353
CTSW,0.0005443942
KMT2A,0.0005435671
RBM39,0.0005235939
PRICKLE4,0.0005206245
SPDYE2,0.0005158156
CCDC107,0.000515721
HNRNPH2,0.0005124521
C6orf48,0.0005094462
CTDSP2,0.0005088254
GPSM3,0.0005066964
WDR82,0.00050394476
NACA,0.00050039566
TPD52,0.0004985271
NDUFA7,0.0004903236
RAD50,0.00048646575
FYB,0.00048192614
CENPC,0.00047305427
FTH1,0.0004722875
CHD2,0.0004666781
S100A4,0.00046613175
UQCRH,0.0004660494
RBM28,0.00046503983
TES,0.00046322378
IARS,0.00046296697
NBN,0.0004603011
ARF1,0.00045632522
PTPRC,0.00045617705
NKTR,0.00045564605
CIAO1,0.0004536291
KIF5B,0.00045331405
IFITM3,0.000449361
KDM5A,0.00044781333
SP3,0.0004459176
CCL4L1,0.0004458585
KIDINS220,0.00044190226
CBWD5,0.00044080016
IL21R,0.00043511644
APOL3,0.00043065444
RBM6,0.00042896776
TBC1D4,0.0004282802
SLC25A5,0.000427004
LAMP2,0.00042660083
EIF2S1,0.00042619344
CCT5,0.00042537137
RABAC1,0.0004249184
ECH1,0.00042083242
YWHAZ,0.00041339183
CUL4A,0.00041258265
DNAJB11,0.00041171937
GLIPR1,0.0004114978
ELMSAN1,0.00040935096
ANXA1,0.00040835267
HNRNPH3,0.00040686218
SETD5,0.00039961547
ATAD2B,0.00039572947
CEP63,0.00039424852
HLA-G,0.00039194032
RC3H1,0.00039009503
AHNAK,0.00038968856
MYH9,0.000389626
CD97,0.00038885235
TNFRSF1B,0.00038880017
ARHGAP9,0.0003801376
UBXN4,0.00037989294
CKS2,0.00037923566
RAD54L2,0.00037639975
PRPF4B,0.0003741625
CAPZA1,0.00037354472
SYNE2,0.00037233628
TOX4,0.00036845886
BIN2,0.00036797806
DBNL,0.00036692186
OXNAD1,0.0003639551
CHMP4A,0.000363492
TCF7,0.00036343472
HNRNPC,0.0003572225
PATL1,0.00035508763
PSMA3,0.00034872227
RALGAPA1,0.00034537743
RP11-231C14.4,0.0003432075
SH3KBP1,0.00034287252
UBE2G2,0.00034176404
AKAP13,0.00033594258
NDFIP1,0.0003329543
MKLN1,0.00033223722
EIF1,0.0003277093
IFI16,0.00032554794
CXCR3,0.00032030413
RNF38,0.0003187618
SHISA5,0.00031603666
SLC20A1,0.00031365978
TSPYL1,0.0003115176
ZNF335,0.00031094012
RFC1,0.00030860616
GPX1,0.0003085043
EEF1A1,0.00030820057
BRE,0.00030492863
HINT1,0.00030070494
ATP5D,0.00029974084
MON2,0.00029963526
DYNC1H1,0.0002978379
SRCAP,0.000297772
ELK4,0.00029719173
RNF213,0.0002954685
WIPF1,0.00029041426
SLC25A3,0.0002903437
TLE3,0.00028974944
CD2BP2,0.0002895589
CASC4,0.0002893978
PYHIN1,0.00028824556
SEC16A,0.00028761232
DDX6,0.0002843053
CAMLG,0.00028391893
ITCH,0.00028361086
RAP2B,0.0002831522
CANX,0.00028313976
SRP9,0.00028200788
NUP85,0.00028046675
NXF1,0.00027907718
PHC3,0.00027832534
VPS13B,0.00027219162
PRRC2C,0.0002718944
OGT,0.00027179884
FAM133B,0.0002697059
SURF4,0.00026906966
CSNK2B,0.0002676756
TNFAIP3,0.00026735512
KLF6,0.00026512877
TESPA1,0.00026304164
AMZ2,0.00026039794
ZNF76,0.00025962628
MYL12A,0.00025896257
TMEM50B,0.00025688467
HSPH1,0.00025654482
MIS18BP1,0.0002555165
PSMB9,0.00025435994
C7orf55-LUC7L2,0.00025361098
PSMA6,0.00025287538
XRCC5,0.00024935382
ERP44,0.00024747205
HLA-DRB5,0.00024738492
POLR2A,0.0002451995
POMP,0.00024366194
ELF1,0.00024322477
SERP1,0.00024203773
CBWD6,0.00024075691
AMFR,0.00024021557
ST6GALNAC6,0.00024017731
COPE,0.00023140463
TMEM59,0.00022829136
C1orf56,0.0002275838
SLC7A6,0.00022453583
UBC,0.00022446645
DNHD1,0.00022404116
CDKN1A,0.00022382589
PAM,0.00022288789
TSC22D3,0.00021928218
MTHFD2,0.00021725235
MFNG,0.0002170345
XBP1,0.00021660267
LRBA,0.00021643513
HMGN2,0.00021580554
BUB3,0.00021504344
SSRP1,0.00021377756
PDIA3,0.00021235227
RAD21,0.00021029332
IDH2,0.0002092701
STK38,0.00020719961
BAZ2A,0.00020683218
VAPB,0.00020260143
PTPN11,0.00020190819
PRPF38B,0.00020140731
HERC1,0.00020131309
TPT1,0.00020014198
ATP5L,0.00019856765
MAT2B,0.00019850968
TAX1BP1,0.00019829345
ARID5B,0.00019680391
PRF1,0.00019679054
OS9,0.00019633083
TPP1,0.00019561227
NME1,0.00019507114
MDM4,0.00019380172
EDF1,0.00019329334
USP9Y,0.00019305327
DNAJB6,0.00019213062
GPR171,0.00019063248
MTA2,0.0001864491
RARRES3,0.00018523946
NBPF10,0.0001818127
OPTN,0.00018168325
SPATA13,0.00018034827
TMED4,0.00017996956
TFRC,0.00017702783
APOBEC3G,0.00017648112
MAST3,0.00017626952
CST7,0.0001762196
TTN,0.00017513245
DDX3Y,0.0001744133
HLA-DRA,0.00017155122
SNRPG,0.00017125435
UBR4,0.00017106929
SMU1,0.00017098943
FAIM3,0.00016996235
APOBEC3C,0.00016805908
DDX24,0.00016711235
EIF3E,0.00016575804
EML4,0.000165455
SERINC5,0.00016540295
HLA-DQA2,0.00016417183
CD96,0.00016380935
CAP1,0.00016344873
KLRK1,0.00016306688
SLC38A1,0.00016279622
TOB1,0.00016168196
SLC2A3,0.00016128384
PRKAR1A,0.0001607039
SSR1,0.00015896579
EEF1G,0.0001582703
TIPARP,0.00015804551
EIF4G2,0.00015657174
NAP1L4,0.00015325485
TNFAIP8,0.00015310239
STIM1,0.00015257727
PPP1R2,0.00015030344
GNB2L1,0.00014823968
TUFM,0.00014735175
SAMD9,0.00014708121
SLC9A3R1,0.0001459886
FOSL2,0.00014491119
C16orf54,0.00014489469
PCNXL2,0.00014399092
GON4L,0.0001438312
IRF1,0.00014373467
FBXO21,0.00014099503
LSP1,0.00014040367
UCKL1,0.00014036075
LY9,0.00013732233
C1orf63,0.00013731017
TULP4,0.00013460095
DRAM2,0.00013192673
CORO1A,0.0001314955
PARP8,0.00013147971
CCT7,0.0001306595
EEF2,0.00012842116
ATP6V1F,0.00012800156
USP15,0.00012765295
HLA-DRB1,0.00012676744
CHMP5,0.0001258491
COX7C,0.0001236615
HSPA1B,0.00012346538
PPIB,0.00012330587
OAZ1,0.00012292834
MED23,0.00012234338
ZNF410,0.00012166596
STRAP,0.00012150574
UBAP1,0.000121017154
CALR,0.00011856241
NPIPB3,0.000116260904
EMP3,0.000116139505
NBPF20,0.00011582551
YME1L1,0.00011568365
ARF6,0.00011511159
NFKBIZ,0.00011385974
HIPK1,0.00011360581
TAGLN2,0.00011324958
U2AF1,0.00011261922
PHLDA1,0.000112315356
STOM,0.000111023095
CDC42SE2,0.00011090233
KIAA1551,0.00010971776
ADPGK,0.00010919596
PTMA,0.00010777869
PJA2,0.000107637185
C6orf62,0.00010732329
DCP2,0.00010660732
PARP1,0.00010660647
DUSP1,0.0001032931
RHBDF2,0.00010288629
IL27RA,0.00010247863
MT2A,0.0001021321
CHCHD3,0.00010081855
NONO,0.0001005049
HERPUD1,0.0001002834
JUNB,9.981853e-05
EIF5,9.832154e-05
CBX6,9.69348e-05
RAC2,9.669082e-05
MRFAP1,9.656818e-05
COTL1,9.609694e-05
CD55,9.5439595e-05
VCP,9.52621e-05
IWS1,9.458227e-05
NPEPPS,9.451524e-05
ST3GAL1,9.3891824e-05
RALGDS,9.3350405e-05
ORMDL1,9.213884e-05
ARHGDIA,9.212065e-05
PHF3,9.200514e-05
PAN3,9.12148e-05
VMP1,9.070872e-05
PSD4,9.018657e-05
ARID1B,8.9411355e-05
PRKCB,8.940241e-05
ISG15,8.7443615e-05
MDM2,8.7171764e-05
PTPRE,8.667331e-05
PCBP1,8.6651686e-05
PSMA7,8.6416614e-05
HLA-C,8.5878804e-05
GZMB,8.5573905e-05
KDM4C,8.384253e-05
PPP1R18,8.179234e-05
PPP1CA,8.177866e-05
DDX3X,8.139009e-05
CELF2,8.057784e-05
USP38,7.978068e-05
ITPKB,7.959744e-05
LTB,7.926455e-05
ZFP36,7.7251614e-05
ARHGEF1,7.648791e-05
ALDOA,7.61342e-05
SZT2,7.46708e-05
MYO1G,7.390333e-05
PABPC1,7.355777e-05
RSBN1,7.318398e-05
PI4KA,7.264313e-05
LPP,7.222622e-05
LDHA,7.204195e-05
ZNF292,7.1830116e-05
SIK1,7.1730516e-05
EEF1D,7.131698e-05
CS,7.1192044e-05
MED13,7.078744e-05
H2AFY,7.0621296e-05
ITGB1,6.8726e-05
RFTN1,6.6621345e-05
TMC6,6.6021414e-05
MYL6,6.577822e-05
IL10RA,6.417285e-05
SNRPD1,6.3716965e-05
SEC61A1,6.3510764e-05
DDX19A,6.329291e-05
TLN1,6.281492e-05
SRGAP2,6.228086e-05
EIF4G3,6.0139948e-05
HSP90AB1,5.9725728e-05
WWTR1,5.9294656e-05
SUB1,5.825218e-05
TC2N,5.7940426e-05
SUN2,5.7718575e-05
HNRNPDL,5.77043e-05
EEF1B2,5.6438304e-05
TXNIP,5.625695e-05
OST4,5.593161e-05
ARHGAP15,5.5848963e-05
HSPA5,5.4182554e-05
DDX17,5.3462205e-05
IL2RG,5.1929062e-05
GRB2,5.1920637e-05
NDUFA11,5.0903374e-05
BRK1,5.0901817e-05
ADRBK1,5.0021037e-05
DLD,4.97962e-05
UBB,4.754114e-05
MCL1,4.692655e-05
ARID1A,4.6879148e-05
DNAJB14,4.666102e-05
CD47,4.6375742e-05
HSPD1,4.6344285e-05
FNBP4,4.5940003e-05
MBNL1,4.5310753e-05
CHD9,4.5178032e-05
NUP98,4.402605e-05
PDCD1,4.34381e-05
RHOF,4.185212e-05
LEPROTL1,4.0708255e-05
DAZAP2,4.0629995e-05
IDS,4.0465577e-05
CFL1,3.9905826e-05
RASGEF1B,3.9735354e-05
UBA52,3.9369435e-05
SERPINB9,3.9242448e-05
SERBP1,3.873787e-05
EZR,3.825915e-05
NBEAL1,3.8065926e-05
R3HDM2,3.7783404e-05
REV3L,3.6706355e-05
IL16,3.6618087e-05
RNF166,3.6315843e-05
RNF149,3.6029207e-05
HMHA1,3.6017034e-05
BMS1,3.4632783e-05
COPA,3.3685814e-05
ARPC4,3.307987e-05
MAP1LC3B,3.2941247e-05
TBC1D10C,3.2914217e-05
STK4,3.232949e-05
SASH3,3.226008e-05
CIRBP,3.0964944e-05
NPIPB5,3.0664633e-05
SRSF6,3.0240946e-05
CTNNB1,2.9701285e-05
XRCC6,2.9587765e-05
JAK1,2.9233182e-05
ID2,2.8574874e-05
CD8A,2.7850367e-05
ANKRD44,2.7718263e-05
CDK5RAP3,2.7237094e-05
SP100,2.704382e-05
SRSF3,2.686124e-05
RGS1,2.6559568e-05
TUBA1B,2.6476799e-05
CSDE1,2.6253181e-05
TRAC,2.3364299e-05
FAU,2.269343e-05
TMBIM6,2.2410777e-05
SQSTM1,2.1902848e-05
IFNGR2,1.9892042e-05
ZFP36L1,1.7931532e-05
CD164,1.7856626e-05
CNN2,1.4485823e-05
STAT3,1.3060992e-05
RHOA,1.2694178e-05
GABARAP,1.0487603e-05
ARPC3,9.848939e-06
SAR1A,8.419687e-06
HSPA8,6.6478706e-06
S100A6,2.8517381e-06
ABLIM1,0.0
DOLPP1,0.0
PTAR1,0.0
TMEM251,0.0
PHLPP2,0.0
TMEM69,0.0
TIMM9,0.0
SETD3,0.0
TCEAL4,0.0
TMEM183A,0.0
CTD-2547L24.3,0.0
MIS12,0.0
C16orf91,0.0
RP11-383H13.1,0.0
AUH,0.0
ZNF253,0.0
EXOSC5,0.0
CAND1,0.0
P2RY11,0.0
RTFDC1,0.0
TPMT,0.0
SFT2D1,0.0
TCTN3,0.0
SUMO3,0.0
EP300,0.0
TAF1C,0.0
FIS1,0.0
ADNP,0.0
ZNF561,0.0
TMEM156,0.0
GTF2F1,0.0
RSU1,0.0
MAPKAPK3,0.0
STAT6,0.0
TMEM60,0.0
TRAPPC12,0.0
KIAA1586,0.0
LY96,0.0
QKI,0.0
ZNF586,0.0
SLC39A4,0.0
METTL9,0.0
C5orf63,0.0
INPP5D,0.0
ZNF525,0.0
RNF13,0.0
ARPC4-TTLL3,0.0
EXT2,0.0
CSF1,0.0
C18orf25,0.0
PRDM2,0.0
TMEM91,0.0
ZBED1,0.0
ARRDC2,0.0
IGF2R,0.0
ETHE1,0.0
ZBTB49,0.0
AHSA2,0.0
PIK3C3,0.0
C4orf21,0.0
POLD4,0.0
MED12,0.0
SOCS1,0.0
C7orf73,0.0
CLEC2D,0.0
CARS,0.0
SLC25A13,0.0
RORA,0.0
MPP6,0.0
PSMG2,0.0
PLA2G6,0.0
ARL15,0.0
GCHFR,0.0
PRR13,0.0
APPL2,0.0
CCT2,0.0
DESI2,0.0
HNRNPH1,0.0
PPIP5K1,0.0
PLGLB1,0.0
ZBTB40,0.0
CNPY3,0.0
PRDM4,0.0
CDK2AP1,0.0
PPP2R1A,0.0
CCR8,0.0
GIPC1,0.0
TBC1D8,0.0
EMC3,0.0
ZNF184,0.0
MED4,0.0
NDUFAF1,0.0
MTERFD2,0.0
ATG7,0.0
SMC2,0.0
CTSS,0.0
CMAS,0.0
EML3,0.0
NFS1,0.0
HOXB2,0.0
NAB1,0.0
TTC16,0.0
PUM1,0.0
VTA1,0.0
SYAP1,0.0
GTF2F2,0.0
TRAPPC5,0.0
CBWD7,0.0
NSMCE1,0.0
HCFC1R1,0.0
TMEM101,0.0
PACS2,0.0
CAPN15,0.0
MAP7D1,0.0
PSMC2,0.0
F5,0.0
WDR24,0.0
ZNF655,0.0
MED8,0.0
TBC1D2,0.0
CCNL2,0.0
ZNF549,0.0
UPK3B,0.0
CALU,0.0
PEPD,0.0
PRKRIR,0.0
ZSWIM8,0.0
NCBP2,0.0
COPS5,0.0
PIK3CD,0.0
TMEM67,0.0
C19orf12,0.0
ARHGEF3,0.0
PTGER2,0.0
CCDC142,0.0
ATP13A1,0.0
GZF1,0.0
LRRC7,0.0
WDR26,0.0
PMVK,0.0
QSER1,0.0
COL4A3BP,0.0
ZFP30,0.0
C11orf80,0.0
MS4A1,0.0
COX15,0.0
KLHDC3,0.0
CLN8,0.0
LYN,0.0
DEGS1,0.0
SLC25A42,0.0
SPHK1,0.0
BDH1,0.0
MEF2A,0.0
GPR174,0.0
ZUFSP,0.0
CRTC3,0.0
VASP,0.0
TRBV19,0.0
ARL4A,0.0
SLC18A2,0.0
PARP12,0.0
NDUFB3,0.0
HIST2H4B,0.0
DDX1,0.0
RRAS2,0.0
PISD,0.0
AP2S1,0.0
TTLL3,0.0
PMP22,0.0
DCAF11,0.0
WASL,0.0
AIFM1,0.0
ZNF577,0.0
SON,0.0
PPP1R7,0.0
FUK,0.0
MROH7-TTC4,0.0
VAT1,0.0
FAS,0.0
S1PR4,0.0
LGALS8,0.0
RSRC1,0.0
EPC1,0.0
ERP29,0.0
H1FX,0.0
GMEB1,0.0
RNPS1,0.0
IGFBP4,0.0
SC5D,0.0
TAB3,0.0
PDS5A,0.0
RP1-130H16.18,0.0
PET112,0.0
TMEM261,0.0
KLHL7,0.0
AQR,0.0
ACAT2,0.0
C14orf182,0.0
LILRB2,0.0
GCSAM,0.0
PANK3,0.0
CDADC1,0.0
FCGR2C,0.0
WBP11,0.0
TGFBR3,0.0
CXorf57,0.0
METTL15,0.0
FIP1L1,0.0
PTGES3,0.0
SNX8,0.0
ADH5,0.0
PNN,0.0
TMEM19,0.0
HDAC6,0.0
IRF2,0.0
WDYHV1,0.0
CEP128,0.0
UTP23,0.0
EAF1,0.0
TP53I11,0.0
TMEM201,0.0
GHITM,0.0
STRBP,0.0
LY6G5B,0.0
RBPJ,0.0
CEP57L1,0.0
HRH2,0.0
SH3GL1,0.0
TMEM79,0.0
ZNF273,0.0
ACBD6,0.0
POLE3,0.0
ZYG11B,0.0
IL10RB,0.0
ZNF559,0.0
SMEK1,0.0
COX6A1P2,0.0
RIPK2,0.0
CTD-2369P2.12,0.0
MED11,0.0
PGBD3,0.0
TOPBP1,0.0
ANO9,0.0
FAM78A,0.0
CDCA4,0.0
RP11-1035H13.3,0.0
TSN,0.0
CDC16,0.0
CHN2,0.0
UBE2D1,0.0
EIF3B,0.0
PSIP1,0.0
PSMG4,0.0
KAT6B,0.0
GRHPR,0.0
FBXO8,0.0
NOD1,0.0
SARNP,0.0
VWA8,0.0
DDA1,0.0
CREG1,0.0
CARD16,0.0
PARP16,0.0
CISD3,0.0
DIP2B,0.0
EPHB6,0.0
FAM118A,0.0
CAPS,0.0
SMAGP,0.0
NFYC,0.0
LSM12,0.0
SLC41A1,0.0
CPED1,0.0
CD72,0.0
KIAA0907,0.0
KLHL20,0.0
CDCA7,0.0
SLC25A16,0.0
JDP2,0.0
CDC20,0.0
EDC3,0.0
TNFSF13,0.0
HAUS3,0.0
DIABLO,0.0
QPCT,0.0
VPS52,0.0
MCTP1,0.0
SH3BP1,0.0
SLC25A53,0.0
CDPF1,0.0
UCHL3,0.0
GALK2,0.0
TNFSF10,0.0
FAM102A,0.0
ADARB2,0.0
ORMDL2,0.0
SUCO,0.0
MLF1IP,0.0
TMEM52B,0.0
SCAF4,0.0
CLPTM1L,0.0
MICALL1,0.0
SLC52A2,0.0
SMG7,0.0
EXD3,0.0
ASCC3,0.0
WHSC1,0.0
C9orf72,0.0
STXBP4,0.0
ELP4,0.0
HADHA,0.0
TIMP1,0.0
CDIP1,0.0
CTNNA1,0.0
ANAPC11,0.0
PSMB3,0.0
ALG1,0.0
PDK2,0.0
OCEL1,0.0
MIB2,0.0
ZNF143,0.0
HERC3,0.0
MPI,0.0
ACSF2,0.0
HILPDA,0.0
TMEM86B,0.0
ITGAV,0.0
FDX1,0.0
DDX27,0.0
ACAP2,0.0
ZNF384,0.0
PIGQ,0.0
TADA3,0.0
MSMO1,0.0
SKP2,0.0
SLC25A24,0.0
PYROXD1,0.0
UTP11L,0.0
ADIPOR2,0.0
CCDC137,0.0
ALKBH3,0.0
SMN1,0.0
MZF1,0.0
RAB4B,0.0
SCAF8,0.0
TMF1,0.0
VCAN,0.0
RTP4,0.0
ZSWIM4,0.0
FAM35A,0.0
